,database,group,anno
K18164,KEGG,unknown,K18164
K18166,KEGG,unknown,K18166
K18189,KEGG,unknown,K18189
K18195,KEGG,EC:4.2,K18195
K18197,KEGG,EC:4.2,K18197
K18205,KEGG,EC:3.2,K18205
K18206,KEGG,EC:3.2,K18206
K18209,KEGG,EC:1.3,K18209
K18210,KEGG,EC:1.3,K18210
K18214,KEGG,unknown,K18214
K18216,KEGG,unknown,K18216
K18217,KEGG,unknown,K18217
K18218,KEGG,unknown,K18218
K18220,KEGG,unknown,K18220
K18221,KEGG,EC:1.1,K18221
K18228,KEGG,EC:1.1,K18228
K18231,KEGG,unknown,K18231
K18234,KEGG,EC:2.3,K18234
K18237,KEGG,EC:5.3,K18237
K18247,KEGG,EC:1.1,K18247
K18250,KEGG,EC:1.1,K18250
K18258,KEGG,EC:1.5,K18258
K18279,KEGG,EC:2.5,K18279
K18282,KEGG,EC:3.5,K18282
K18284,KEGG,EC:3.2,K18284
K18285,KEGG,EC:2.5,K18285
K18289,KEGG,EC:2.8,K18289
K18290,KEGG,EC:4.2,K18290
K18291,KEGG,EC:4.2,K18291
K18292,KEGG,EC:4.1,K18292
K18294,KEGG,unknown,K18294
K18297,KEGG,unknown,K18297
K18301,KEGG,unknown,K18301
K18302,KEGG,unknown,K18302
K18303,KEGG,unknown,K18303
K18305,KEGG,unknown,K18305
K18306,KEGG,unknown,K18306
K18307,KEGG,unknown,K18307
K18312,KEGG,EC:5.3,K18312
K18320,KEGG,unknown,K18320
K18324,KEGG,unknown,K18324
K18325,KEGG,unknown,K18325
K18326,KEGG,unknown,K18326
K18330,KEGG,EC:1.1,K18330
K18331,KEGG,EC:1.1,K18331
K18332,KEGG,EC:1.1,K18332
K18333,KEGG,unknown,K18333
K18334,KEGG,EC:4.2,K18334
K18335,KEGG,EC:1.1,K18335
K18336,KEGG,EC:3.7,K18336
K18344,KEGG,unknown,K18344
K18345,KEGG,EC:2.7,K18345
K18346,KEGG,unknown,K18346
K18347,KEGG,EC:1.1,K18347
K18348,KEGG,EC:5.1,K18348
K18349,KEGG,unknown,K18349
K18350,KEGG,EC:2.7,K18350
K18351,KEGG,EC:2.7,K18351
K18353,KEGG,unknown,K18353
K18354,KEGG,unknown,K18354
K18367,KEGG,EC:1.8,K18367
K18369,KEGG,EC:1.1,K18369
K18372,KEGG,EC:3.1,K18372
K18390,KEGG,unknown,K18390
K18391,KEGG,EC:2.5,K18391
K18392,KEGG,EC:1.1,K18392
K18393,KEGG,EC:1.1,K18393
K18394,KEGG,unknown,K18394
K18395,KEGG,EC:1.1,K18395
K18396,KEGG,EC:2.5,K18396
K18397,KEGG,EC:1.1,K18397
K18427,KEGG,EC:4.1,K18427
K18428,KEGG,EC:4.1,K18428
K18429,KEGG,EC:3.2,K18429
K18430,KEGG,EC:2.5,K18430
K18431,KEGG,EC:2.7,K18431
K18445,KEGG,EC:3.6,K18445
K18446,KEGG,EC:3.6,K18446
K18453,KEGG,EC:3.6,K18453
K18455,KEGG,EC:3.5,K18455
K18456,KEGG,EC:3.5,K18456
K18459,KEGG,EC:3.5,K18459
K18471,KEGG,EC:1.1,K18471
K18473,KEGG,EC:2.3,K18473
K18474,KEGG,EC:5.3,K18474
K18475,KEGG,EC:2.1,K18475
K18476,KEGG,unknown,K18476
K18478,KEGG,EC:2.7,K18478
K18479,KEGG,EC:5.3,K18479
K18480,KEGG,unknown,K18480
K18530,KEGG,EC:3.4,K18530
K18531,KEGG,unknown,K18531
K18532,KEGG,EC:2.7,K18532
K18536,KEGG,unknown,K18536
K18538,KEGG,unknown,K18538
K18552,KEGG,unknown,K18552
K18554,KEGG,EC:2.7,K18554
K18555,KEGG,unknown,K18555
K18563,KEGG,EC:2.1,K18563
K18565,KEGG,EC:1.1,K18565
K18567,KEGG,unknown,K18567
K18570,KEGG,unknown,K18570
K18571,KEGG,EC:2.8,K18571
K18574,KEGG,EC:3.4,K18574
K18576,KEGG,EC:3.2,K18576
K18577,KEGG,EC:3.2,K18577
K18578,KEGG,EC:3.2,K18578
K18581,KEGG,EC:3.2,K18581
K18583,KEGG,EC:2.3,K18583
K18588,KEGG,unknown,K18588
K18589,KEGG,EC:1.5,K18589
K18590,KEGG,EC:1.5,K18590
K18591,KEGG,EC:1.5,K18591
K18622,KEGG,unknown,K18622
K18639,KEGG,EC:2.7,K18639
K18640,KEGG,unknown,K18640
K18649,KEGG,EC:3.1,K18649
K18650,KEGG,EC:3.2,K18650
K18657,KEGG,unknown,K18657
K18661,KEGG,EC:6.2,K18661
K18672,KEGG,EC:2.7,K18672
K18673,KEGG,EC:2.7,K18673
K18675,KEGG,EC:2.4,K18675
K18676,KEGG,EC:2.7,K18676
K18677,KEGG,EC:2.7,K18677
K18678,KEGG,EC:2.7,K18678
K18679,KEGG,EC:2.7,K18679
K18680,KEGG,EC:2.7,K18680
K18682,KEGG,EC:3.1,K18682
K18691,KEGG,EC:4.2,K18691
K18692,KEGG,EC:3.6,K18692
K18697,KEGG,EC:3.1,K18697
K18698,KEGG,EC:3.5,K18698
K18700,KEGG,EC:3.1,K18700
K18702,KEGG,EC:2.8,K18702
K18704,KEGG,EC:2.7,K18704
K18707,KEGG,EC:2.8,K18707
K18740,KEGG,unknown,K18740
K18765,KEGG,unknown,K18765
K18770,KEGG,EC:2.4,K18770
K18778,KEGG,unknown,K18778
K18779,KEGG,EC:2.4,K18779
K18783,KEGG,EC:2.4,K18783
K18784,KEGG,EC:2.4,K18784
K18785,KEGG,EC:2.4,K18785
K18788,KEGG,EC:2.4,K18788
K18799,KEGG,unknown,K18799
K18800,KEGG,EC:1.1,K18800
K18814,KEGG,unknown,K18814
K18815,KEGG,EC:2.3,K18815
K18816,KEGG,EC:2.3,K18816
K18817,KEGG,EC:2.7,K18817
K18818,KEGG,EC:2.4,K18818
K18819,KEGG,EC:2.4,K18819
K18820,KEGG,EC:2.4,K18820
K18824,KEGG,EC:2.5,K18824
K18825,KEGG,EC:2.5,K18825
K18827,KEGG,EC:2.1,K18827
K18828,KEGG,EC:3.1,K18828
K18829,KEGG,unknown,K18829
K18830,KEGG,unknown,K18830
K18831,KEGG,unknown,K18831
K18836,KEGG,unknown,K18836
K18837,KEGG,unknown,K18837
K18838,KEGG,unknown,K18838
K18839,KEGG,unknown,K18839
K18840,KEGG,unknown,K18840
K18841,KEGG,EC:3.1,K18841
K18842,KEGG,unknown,K18842
K18843,KEGG,unknown,K18843
K18844,KEGG,unknown,K18844
K18845,KEGG,EC:2.1,K18845
K18846,KEGG,EC:2.1,K18846
K18850,KEGG,EC:1.1,K18850
K18853,KEGG,EC:1.5,K18853
K18854,KEGG,EC:2.3,K18854
K18855,KEGG,EC:1.1,K18855
K18856,KEGG,EC:6.3,K18856
K18862,KEGG,unknown,K18862
K18866,KEGG,EC:3.4,K18866
K18877,KEGG,unknown,K18877
K18882,KEGG,unknown,K18882
K18887,KEGG,unknown,K18887
K18888,KEGG,unknown,K18888
K18889,KEGG,unknown,K18889
K18890,KEGG,unknown,K18890
K18891,KEGG,unknown,K18891
K18892,KEGG,unknown,K18892
K18893,KEGG,unknown,K18893
K18895,KEGG,unknown,K18895
K18896,KEGG,EC:2.1,K18896
K18898,KEGG,unknown,K18898
K18899,KEGG,unknown,K18899
K18900,KEGG,unknown,K18900
K18901,KEGG,unknown,K18901
K18903,KEGG,unknown,K18903
K18904,KEGG,unknown,K18904
K18906,KEGG,unknown,K18906
K18907,KEGG,unknown,K18907
K18908,KEGG,unknown,K18908
K18909,KEGG,unknown,K18909
K18910,KEGG,EC:5.1,K18910
K18916,KEGG,EC:1.2,K18916
K18917,KEGG,EC:1.2,K18917
K18918,KEGG,unknown,K18918
K18919,KEGG,unknown,K18919
K18920,KEGG,unknown,K18920
K18921,KEGG,unknown,K18921
K18922,KEGG,unknown,K18922
K18923,KEGG,unknown,K18923
K18924,KEGG,unknown,K18924
K18925,KEGG,unknown,K18925
K18926,KEGG,unknown,K18926
K18928,KEGG,unknown,K18928
K18929,KEGG,unknown,K18929
K18930,KEGG,unknown,K18930
K18931,KEGG,EC:2.4,K18931
K18933,KEGG,EC:4.1,K18933
K18935,KEGG,unknown,K18935
K18936,KEGG,unknown,K18936
K18939,KEGG,unknown,K18939
K18940,KEGG,EC:2.7,K18940
K18941,KEGG,unknown,K18941
K18954,KEGG,unknown,K18954
K18955,KEGG,unknown,K18955
K18962,KEGG,EC:6.5,K18962
K18967,KEGG,EC:2.7,K18967
K18968,KEGG,EC:2.7,K18968
K18974,KEGG,EC:2.5,K18974
K18975,KEGG,unknown,K18975
K18979,KEGG,EC:1.1,K18979
K18983,KEGG,EC:5.5,K18983
K18984,KEGG,unknown,K18984
K18986,KEGG,EC:2.7,K18986
K18987,KEGG,unknown,K18987
K18988,KEGG,EC:3.4,K18988
K18989,KEGG,unknown,K18989
K18990,KEGG,unknown,K18990
K18991,KEGG,unknown,K18991
K18992,KEGG,unknown,K18992
K18997,KEGG,unknown,K18997
K19000,KEGG,unknown,K19000
K19002,KEGG,EC:2.4,K19002
K19003,KEGG,EC:2.4,K19003
K19005,KEGG,EC:2.7,K19005
K19033,KEGG,unknown,K19033
K19046,KEGG,unknown,K19046
K19047,KEGG,unknown,K19047
K19048,KEGG,unknown,K19048
K19049,KEGG,EC:4.2,K19049
K19050,KEGG,EC:4.2,K19050
K19051,KEGG,EC:4.2,K19051
K19052,KEGG,EC:4.2,K19052
K19055,KEGG,EC:3.1,K19055
K19056,KEGG,unknown,K19056
K19057,KEGG,unknown,K19057
K19058,KEGG,unknown,K19058
K19059,KEGG,unknown,K19059
K19063,KEGG,EC:2.3,K19063
K19068,KEGG,EC:1.1,K19068
K19075,KEGG,unknown,K19075
K19076,KEGG,unknown,K19076
K19081,KEGG,EC:2.7,K19081
K19082,KEGG,unknown,K19082
K19083,KEGG,unknown,K19083
K19084,KEGG,unknown,K19084
K19088,KEGG,unknown,K19088
K19090,KEGG,unknown,K19090
K19091,KEGG,EC:3.1,K19091
K19092,KEGG,unknown,K19092
K19096,KEGG,EC:3.5,K19096
K19098,KEGG,EC:3.5,K19098
K19099,KEGG,EC:3.5,K19099
K19108,KEGG,EC:4.1,K19108
K19113,KEGG,EC:2.3,K19113
K19114,KEGG,unknown,K19114
K19115,KEGG,unknown,K19115
K19116,KEGG,unknown,K19116
K19117,KEGG,unknown,K19117
K19118,KEGG,unknown,K19118
K19119,KEGG,unknown,K19119
K19123,KEGG,unknown,K19123
K19124,KEGG,unknown,K19124
K19125,KEGG,unknown,K19125
K19126,KEGG,unknown,K19126
K19127,KEGG,unknown,K19127
K19128,KEGG,unknown,K19128
K19129,KEGG,unknown,K19129
K19130,KEGG,EC:3.1,K19130
K19131,KEGG,unknown,K19131
K19132,KEGG,unknown,K19132
K19133,KEGG,unknown,K19133
K19134,KEGG,unknown,K19134
K19135,KEGG,unknown,K19135
K19136,KEGG,unknown,K19136
K19137,KEGG,unknown,K19137
K19138,KEGG,unknown,K19138
K19139,KEGG,unknown,K19139
K19140,KEGG,unknown,K19140
K19141,KEGG,unknown,K19141
K19142,KEGG,unknown,K19142
K19144,KEGG,unknown,K19144
K19145,KEGG,unknown,K19145
K19147,KEGG,unknown,K19147
K19148,KEGG,unknown,K19148
K19149,KEGG,unknown,K19149
K19150,KEGG,unknown,K19150
K19151,KEGG,unknown,K19151
K19152,KEGG,unknown,K19152
K19153,KEGG,unknown,K19153
K19155,KEGG,EC:3.1,K19155
K19156,KEGG,unknown,K19156
K19157,KEGG,EC:3.1,K19157
K19158,KEGG,EC:3.1,K19158
K19159,KEGG,unknown,K19159
K19160,KEGG,EC:3.1,K19160
K19161,KEGG,unknown,K19161
K19162,KEGG,unknown,K19162
K19163,KEGG,unknown,K19163
K19164,KEGG,unknown,K19164
K19165,KEGG,unknown,K19165
K19166,KEGG,EC:3.1,K19166
K19167,KEGG,unknown,K19167
K19168,KEGG,unknown,K19168
K19169,KEGG,unknown,K19169
K19170,KEGG,unknown,K19170
K19171,KEGG,unknown,K19171
K19172,KEGG,unknown,K19172
K19173,KEGG,unknown,K19173
K19174,KEGG,unknown,K19174
K19175,KEGG,unknown,K19175
K19180,KEGG,EC:1.1,K19180
K19181,KEGG,EC:1.1,K19181
K19191,KEGG,EC:1.5,K19191
K19200,KEGG,unknown,K19200
K19210,KEGG,EC:3.5,K19210
K19215,KEGG,EC:3.5,K19215
K19221,KEGG,EC:2.5,K19221
K19222,KEGG,EC:3.1,K19222
K19223,KEGG,EC:3.4,K19223
K19224,KEGG,EC:3.4,K19224
K19225,KEGG,EC:3.4,K19225
K19226,KEGG,unknown,K19226
K19227,KEGG,unknown,K19227
K19228,KEGG,unknown,K19228
K19229,KEGG,unknown,K19229
K19230,KEGG,unknown,K19230
K19231,KEGG,unknown,K19231
K19233,KEGG,unknown,K19233
K19234,KEGG,unknown,K19234
K19235,KEGG,unknown,K19235
K19236,KEGG,unknown,K19236
K19237,KEGG,EC:3.4,K19237
K19238,KEGG,unknown,K19238
K19242,KEGG,unknown,K19242
K19244,KEGG,EC:1.4,K19244
K19250,KEGG,unknown,K19250
K19253,KEGG,EC:3.1,K19253
K19265,KEGG,EC:1.1,K19265
K19266,KEGG,EC:1.2,K19266
K19267,KEGG,EC:1.6,K19267
K19268,KEGG,EC:5.4,K19268
K19270,KEGG,EC:3.1,K19270
K19271,KEGG,EC:2.3,K19271
K19273,KEGG,EC:2.3,K19273
K19285,KEGG,EC:1.5,K19285
K19286,KEGG,EC:1.5,K19286
K19294,KEGG,unknown,K19294
K19295,KEGG,unknown,K19295
K19296,KEGG,unknown,K19296
K19297,KEGG,unknown,K19297
K19299,KEGG,EC:2.7,K19299
K19302,KEGG,EC:3.6,K19302
K19303,KEGG,EC:3.4,K19303
K19304,KEGG,EC:3.4,K19304
K19309,KEGG,unknown,K19309
K19310,KEGG,unknown,K19310
K19313,KEGG,EC:2.3,K19313
K19314,KEGG,EC:2.3,K19314
K19333,KEGG,unknown,K19333
K19334,KEGG,unknown,K19334
K19335,KEGG,unknown,K19335
K19336,KEGG,unknown,K19336
K19337,KEGG,unknown,K19337
K19338,KEGG,unknown,K19338
K19339,KEGG,unknown,K19339
K19340,KEGG,unknown,K19340
K19341,KEGG,unknown,K19341
K19342,KEGG,unknown,K19342
K19350,KEGG,unknown,K19350
K19353,KEGG,EC:2.7,K19353
K19354,KEGG,EC:2.4,K19354
K19355,KEGG,EC:3.2,K19355
K19360,KEGG,unknown,K19360
K19405,KEGG,EC:2.7,K19405
K19411,KEGG,unknown,K19411
K19416,KEGG,unknown,K19416
K19419,KEGG,unknown,K19419
K19420,KEGG,unknown,K19420
K19422,KEGG,EC:2.4,K19422
K19423,KEGG,EC:2.4,K19423
K19424,KEGG,EC:2.4,K19424
K19427,KEGG,EC:2.4,K19427
K19428,KEGG,unknown,K19428
K19429,KEGG,EC:2.3,K19429
K19430,KEGG,EC:2.6,K19430
K19460,KEGG,unknown,K19460
K19504,KEGG,unknown,K19504
K19505,KEGG,unknown,K19505
K19506,KEGG,EC:2.7,K19506
K19507,KEGG,EC:2.7,K19507
K19508,KEGG,unknown,K19508
K19509,KEGG,unknown,K19509
K19510,KEGG,unknown,K19510
K19540,KEGG,unknown,K19540
K19543,KEGG,EC:2.7,K19543
K19544,KEGG,EC:2.7,K19544
K19545,KEGG,unknown,K19545
K19566,KEGG,EC:2.4,K19566
K19567,KEGG,EC:2.1,K19567
K19568,KEGG,EC:2.1,K19568
K19569,KEGG,EC:2.1,K19569
K19570,KEGG,EC:2.1,K19570
K19571,KEGG,EC:4.2,K19571
K19572,KEGG,EC:3.5,K19572
K19575,KEGG,unknown,K19575
K19577,KEGG,unknown,K19577
K19585,KEGG,unknown,K19585
K19586,KEGG,unknown,K19586
K19587,KEGG,unknown,K19587
K19591,KEGG,unknown,K19591
K19592,KEGG,unknown,K19592
K19594,KEGG,unknown,K19594
K19595,KEGG,unknown,K19595
K19597,KEGG,EC:3.6,K19597
K19611,KEGG,unknown,K19611
K19629,KEGG,EC:1.1,K19629
K19630,KEGG,EC:1.2,K19630
K19632,KEGG,EC:1.1,K19632
K19634,KEGG,EC:1.1,K19634
K19635,KEGG,EC:1.1,K19635
K19639,KEGG,EC:1.1,K19639
K19643,KEGG,EC:1.5,K19643
K19644,KEGG,EC:1.5,K19644
K19647,KEGG,EC:1.1,K19647
K19648,KEGG,EC:1.1,K19648
K19649,KEGG,EC:1.1,K19649
K19650,KEGG,EC:1.1,K19650
K19651,KEGG,EC:1.1,K19651
K19652,KEGG,EC:1.1,K19652
K19653,KEGG,EC:1.1,K19653
K19664,KEGG,EC:2.7,K19664
K19665,KEGG,EC:2.7,K19665
K19666,KEGG,unknown,K19666
K19670,KEGG,EC:3.1,K19670
K19688,KEGG,unknown,K19688
K19689,KEGG,EC:3.4,K19689
K19691,KEGG,EC:2.7,K19691
K19693,KEGG,unknown,K19693
K19694,KEGG,unknown,K19694
K19696,KEGG,EC:2.4,K19696
K19697,KEGG,EC:2.7,K19697
K19698,KEGG,unknown,K19698
K19699,KEGG,EC:1.2,K19699
K19701,KEGG,EC:3.4,K19701
K19707,KEGG,unknown,K19707
K19709,KEGG,EC:2.8,K19709
K19710,KEGG,EC:2.7,K19710
K19712,KEGG,EC:2.7,K19712
K19713,KEGG,EC:1.8,K19713
K19714,KEGG,EC:1.1,K19714
K19715,KEGG,EC:2.6,K19715
K19723,KEGG,EC:3.5,K19723
K19724,KEGG,EC:5.1,K19724
K19725,KEGG,EC:2.6,K19725
K19726,KEGG,EC:2.3,K19726
K19727,KEGG,EC:6.3,K19727
K19734,KEGG,unknown,K19734
K19736,KEGG,unknown,K19736
K19741,KEGG,EC:1.1,K19741
K19743,KEGG,EC:1.5,K19743
K19744,KEGG,EC:1.4,K19744
K19745,KEGG,EC:1.3,K19745
K19746,KEGG,EC:1.4,K19746
K19755,KEGG,unknown,K19755
K19761,KEGG,EC:2.3,K19761
K19762,KEGG,unknown,K19762
K19763,KEGG,EC:2.7,K19763
K19764,KEGG,unknown,K19764
K19768,KEGG,unknown,K19768
K19773,KEGG,unknown,K19773
K19775,KEGG,unknown,K19775
K19776,KEGG,unknown,K19776
K19777,KEGG,unknown,K19777
K19778,KEGG,unknown,K19778
K19779,KEGG,EC:3.1,K19779
K19780,KEGG,unknown,K19780
K19784,KEGG,unknown,K19784
K19789,KEGG,unknown,K19789
K19793,KEGG,EC:2.6,K19793
K19802,KEGG,EC:5.1,K19802
K19803,KEGG,EC:2.7,K19803
K19804,KEGG,unknown,K19804
K19810,KEGG,EC:5.4,K19810
K19812,KEGG,EC:3.1,K19812
K19817,KEGG,EC:1.5,K19817
K19824,KEGG,unknown,K19824
K19828,KEGG,unknown,K19828
K19834,KEGG,EC:4.2,K19834
K19835,KEGG,EC:5.5,K19835
K19847,KEGG,unknown,K19847
K19851,KEGG,unknown,K19851
K19853,KEGG,EC:5.3,K19853
K19854,KEGG,EC:2.6,K19854
K19857,KEGG,unknown,K19857
K19858,KEGG,EC:5.1,K19858
K19859,KEGG,unknown,K19859
K19884,KEGG,EC:1.4,K19884
K19885,KEGG,EC:1.2,K19885
K19886,KEGG,EC:1.1,K19886
K19887,KEGG,EC:1.1,K19887
K19888,KEGG,EC:4.3,K19888
K19889,KEGG,EC:2.1,K19889
K19890,KEGG,EC:1.5,K19890
K19954,KEGG,EC:1.1,K19954
K19955,KEGG,EC:1.1,K19955
K19956,KEGG,EC:1.1,K19956
K19958,KEGG,EC:1.1,K19958
K19959,KEGG,EC:3.4,K19959
K19960,KEGG,EC:1.1,K19960
K19962,KEGG,EC:1.2,K19962
K19965,KEGG,EC:3.6,K19965
K19971,KEGG,unknown,K19971
K19972,KEGG,unknown,K19972
K19973,KEGG,EC:7.2,K19973
K19974,KEGG,EC:5.1,K19974
K19975,KEGG,unknown,K19975
K19976,KEGG,unknown,K19976
K19978,KEGG,EC:2.7,K19978
K19997,KEGG,EC:5.1,K19997
K20023,KEGG,EC:4.2,K20023
K20034,KEGG,EC:6.2,K20034
K20035,KEGG,EC:1.3,K20035
K20037,KEGG,EC:1.9,K20037
K20038,KEGG,EC:4.3,K20038
K20039,KEGG,EC:4.1,K20039
K20073,KEGG,unknown,K20073
K20074,KEGG,EC:3.1,K20074
K20104,KEGG,unknown,K20104
K20105,KEGG,unknown,K20105
K20108,KEGG,EC:2.7,K20108
K20109,KEGG,EC:3.4,K20109
K20112,KEGG,EC:2.7,K20112
K20113,KEGG,EC:2.7,K20113
K20114,KEGG,unknown,K20114
K20118,KEGG,EC:2.7,K20118
K20137,KEGG,EC:3.4,K20137
K20139,KEGG,EC:3.4,K20139
K20142,KEGG,EC:1.1,K20142
K20144,KEGG,EC:1.3,K20144
K20145,KEGG,EC:1.3,K20145
K20147,KEGG,EC:1.1,K20147
K20149,KEGG,EC:1.1,K20149
K20151,KEGG,EC:2.4,K20151
K20152,KEGG,EC:1.1,K20152
K20153,KEGG,EC:1.1,K20153
K20170,KEGG,EC:1.5,K20170
K20171,KEGG,unknown,K20171
K20172,KEGG,unknown,K20172
K20200,KEGG,unknown,K20200
K20201,KEGG,EC:3.9,K20201
K20206,KEGG,EC:1.1,K20206
K20208,KEGG,EC:1.1,K20208
K20209,KEGG,EC:1.1,K20209
K20215,KEGG,EC:2.1,K20215
K20236,KEGG,unknown,K20236
K20253,KEGG,unknown,K20253
K20257,KEGG,EC:3.1,K20257
K20260,KEGG,unknown,K20260
K20263,KEGG,EC:2.7,K20263
K20264,KEGG,unknown,K20264
K20265,KEGG,unknown,K20265
K20266,KEGG,unknown,K20266
K20267,KEGG,unknown,K20267
K20268,KEGG,unknown,K20268
K20276,KEGG,unknown,K20276
K20321,KEGG,unknown,K20321
K20322,KEGG,unknown,K20322
K20323,KEGG,unknown,K20323
K20324,KEGG,unknown,K20324
K20327,KEGG,unknown,K20327
K20333,KEGG,unknown,K20333
K20336,KEGG,unknown,K20336
K20337,KEGG,unknown,K20337
K20339,KEGG,EC:2.7,K20339
K20340,KEGG,unknown,K20340
K20341,KEGG,unknown,K20341
K20342,KEGG,unknown,K20342
K20343,KEGG,unknown,K20343
K20344,KEGG,unknown,K20344
K20345,KEGG,unknown,K20345
K20370,KEGG,EC:4.1,K20370
K20373,KEGG,unknown,K20373
K20374,KEGG,unknown,K20374
K20375,KEGG,unknown,K20375
K20376,KEGG,unknown,K20376
K20377,KEGG,unknown,K20377
K20378,KEGG,unknown,K20378
K20379,KEGG,unknown,K20379
K20380,KEGG,unknown,K20380
K20381,KEGG,unknown,K20381
K20382,KEGG,unknown,K20382
K20386,KEGG,unknown,K20386
K20387,KEGG,unknown,K20387
K20391,KEGG,unknown,K20391
K20415,KEGG,EC:6.2,K20415
K20419,KEGG,EC:6.3,K20419
K20429,KEGG,EC:2.6,K20429
K20438,KEGG,EC:2.4,K20438
K20439,KEGG,unknown,K20439
K20440,KEGG,EC:3.1,K20440
K20441,KEGG,EC:1.1,K20441
K20442,KEGG,EC:2.6,K20442
K20443,KEGG,EC:2.3,K20443
K20445,KEGG,EC:1.1,K20445
K20446,KEGG,EC:1.1,K20446
K20447,KEGG,EC:1.1,K20447
K20449,KEGG,EC:1.3,K20449
K20450,KEGG,EC:5.4,K20450
K20451,KEGG,EC:5.3,K20451
K20452,KEGG,EC:4.2,K20452
K20453,KEGG,EC:4.2,K20453
K20454,KEGG,EC:4.1,K20454
K20455,KEGG,EC:4.2,K20455
K20459,KEGG,unknown,K20459
K20460,KEGG,unknown,K20460
K20461,KEGG,unknown,K20461
K20469,KEGG,unknown,K20469
K20480,KEGG,unknown,K20480
K20482,KEGG,unknown,K20482
K20483,KEGG,unknown,K20483
K20484,KEGG,unknown,K20484
K20485,KEGG,unknown,K20485
K20486,KEGG,EC:3.4,K20486
K20487,KEGG,EC:2.7,K20487
K20488,KEGG,unknown,K20488
K20489,KEGG,unknown,K20489
K20490,KEGG,unknown,K20490
K20491,KEGG,unknown,K20491
K20492,KEGG,unknown,K20492
K20501,KEGG,EC:1.2,K20501
K20502,KEGG,EC:1.2,K20502
K20503,KEGG,EC:2.3,K20503
K20504,KEGG,EC:4.2,K20504
K20505,KEGG,EC:4.2,K20505
K20506,KEGG,EC:4.2,K20506
K20507,KEGG,EC:4.2,K20507
K20508,KEGG,EC:4.4,K20508
K20509,KEGG,EC:7.2,K20509
K20510,KEGG,EC:2.1,K20510
K20511,KEGG,EC:2.1,K20511
K20512,KEGG,EC:1.1,K20512
K20514,KEGG,EC:4.2,K20514
K20515,KEGG,EC:4.2,K20515
K20516,KEGG,EC:4.2,K20516
K20517,KEGG,EC:4.2,K20517
K20518,KEGG,EC:4.2,K20518
K20519,KEGG,EC:4.2,K20519
K20523,KEGG,unknown,K20523
K20525,KEGG,EC:4.2,K20525
K20527,KEGG,EC:7.4,K20527
K20528,KEGG,unknown,K20528
K20529,KEGG,unknown,K20529
K20530,KEGG,EC:7.4,K20530
K20531,KEGG,unknown,K20531
K20532,KEGG,unknown,K20532
K20533,KEGG,unknown,K20533
K20534,KEGG,EC:2.4,K20534
K20541,KEGG,unknown,K20541
K20542,KEGG,EC:3.2,K20542
K20543,KEGG,unknown,K20543
K20545,KEGG,EC:1.1,K20545
K20546,KEGG,EC:1.1,K20546
K20548,KEGG,EC:1.2,K20548
K20549,KEGG,EC:5.5,K20549
K20550,KEGG,EC:1.1,K20550
K20552,KEGG,unknown,K20552
K20560,KEGG,unknown,K20560
K20563,KEGG,unknown,K20563
K20564,KEGG,unknown,K20564
K20565,KEGG,EC:1.1,K20565
K20566,KEGG,EC:1.1,K20566
K20567,KEGG,EC:2.6,K20567
K20568,KEGG,EC:2.6,K20568
K20569,KEGG,EC:1.1,K20569
K20570,KEGG,EC:1.1,K20570
K20571,KEGG,EC:1.1,K20571
K20572,KEGG,EC:2.6,K20572
K20573,KEGG,EC:2.4,K20573
K20574,KEGG,EC:1.1,K20574
K20575,KEGG,unknown,K20575
K20576,KEGG,EC:1.1,K20576
K20577,KEGG,EC:1.1,K20577
K20578,KEGG,EC:2.4,K20578
K20579,KEGG,EC:6.1,K20579
K20580,KEGG,EC:2.4,K20580
K20581,KEGG,EC:3.1,K20581
K20582,KEGG,EC:2.4,K20582
K20583,KEGG,EC:3.5,K20583
K20584,KEGG,EC:1.1,K20584
K20585,KEGG,EC:2.6,K20585
K20586,KEGG,unknown,K20586
K20587,KEGG,unknown,K20587
K20588,KEGG,EC:5.1,K20588
K20589,KEGG,EC:2.4,K20589
K20590,KEGG,EC:1.1,K20590
K20591,KEGG,EC:2.6,K20591
K20592,KEGG,EC:2.1,K20592
K20593,KEGG,EC:2.1,K20593
K20594,KEGG,EC:2.1,K20594
K20595,KEGG,unknown,K20595
K20596,KEGG,EC:2.6,K20596
K20597,KEGG,EC:2.6,K20597
K20598,KEGG,unknown,K20598
K20608,KEGG,EC:3.4,K20608
K20609,KEGG,EC:3.4,K20609
K20610,KEGG,EC:4.2,K20610
K20612,KEGG,EC:1.1,K20612
K20614,KEGG,EC:4.2,K20614
K20615,KEGG,EC:4.2,K20615
K20621,KEGG,EC:1.1,K20621
K20622,KEGG,EC:1.1,K20622
K20625,KEGG,EC:4.2,K20625
K20626,KEGG,EC:4.2,K20626
K20627,KEGG,EC:4.2,K20627
K20628,KEGG,unknown,K20628
K20658,KEGG,EC:5.4,K20658
K20664,KEGG,EC:1.1,K20664
K20678,KEGG,EC:5.4,K20678
K20679,KEGG,EC:5.3,K20679
K20680,KEGG,EC:2.6,K20680
K20681,KEGG,EC:2.3,K20681
K20682,KEGG,EC:2.1,K20682
K20706,KEGG,EC:5.3,K20706
K20707,KEGG,EC:5.1,K20707
K20709,KEGG,EC:5.4,K20709
K20737,KEGG,EC:3.4,K20737
K20738,KEGG,EC:3.4,K20738
K20739,KEGG,EC:3.4,K20739
